u_beta,u_nu,u_x,u_h,u_omega_b,u_omega_c
0.3048696118220347,-0.5961968855740561,-3.5409836777701793,1.6294709144199209,0.010807767670145293,0.5130050406863651
0.7070453647015239,-0.3546447107209659,-3.075803234785394,1.7004657168894441,0.0399303574779965,-0.0449284089995291
0.863493170541203,-0.4926068107668419,-3.0689395023058346,1.0930302622330283,0.48048393198815675,-0.05714712444260926
1.154556628532294,-0.47030368874858164,-2.936831736070059,1.1626506346340362,0.16257205374855477,-0.21056422567790534
1.154556628532294,-0.47030368874858164,-2.936831736070059,1.1626506346340362,0.16257205374855477,-0.21056422567790534
1.1328895706716653,-0.5039433960310585,-2.7112111740190503,1.047016488987764,0.010386011873574658,-0.5400779364642847
1.6233330301535154,-0.7001465218330651,-3.3383989757620434,0.9993737450760785,0.04361273386310132,-0.544303727558931
1.8277135450501032,-1.0284653515407887,-2.9294222931154983,1.1503746947215485,0.1137772981600863,-1.134595832768963
1.9730646093000068,-0.864150150567077,-3.1148804161381536,1.012026742070888,0.3266703936499679,-1.1493762973450021
1.9730646093000068,-0.864150150567077,-3.1148804161381536,1.012026742070888,0.3266703936499679,-1.1493762973450021
1.5647240649476075,-0.7363491010454597,-3.3365423095415547,0.8997571154396984,0.6570182645386496,-0.8183058764419823
1.5838364876002422,-0.5522400492646121,-3.4226709013498553,1.0533886153297918,0.6182768032960565,-0.7950309321473163
1.5838364876002422,-0.5522400492646121,-3.4226709013498553,1.0533886153297918,0.6182768032960565,-0.7950309321473163
1.7414960129287733,-0.20216774869284077,-3.5290999008589066,1.0103884895171642,0.45626448158764576,-0.5782636368991838
2.2614040812654106,-0.47091840121608963,-3.9565080145372526,1.081064652380335,0.914830215175746,-0.36801880134951764
2.2650418779712895,-0.280464235808335,-3.9131930120729064,1.224698978667083,0.8090366775906577,-1.232880663559863
2.2650418779712895,-0.280464235808335,-3.9131930120729064,1.224698978667083,0.8090366775906577,-1.232880663559863
3.00720570628814,0.17171585140675588,-3.864791305189284,1.3615909620381887,0.7527840248869867,-0.9624920584626374
2.6488480265250525,0.05018108537285684,-3.760494106794753,1.6237135840219339,0.6873585785499603,-0.7292514777758345
2.5127188888345513,-0.2577268270379576,-4.079256830641735,1.7470079856781493,0.9329400268082334,-0.6117845198065066
2.6361229465879,-0.25225744714341775,-4.163091932286007,2.155216214804563,0.5839752037162786,-0.7661327900386614
2.6177597369246834,-0.2043129566072341,-4.283314034523633,2.050974604066328,0.7017370492495028,-1.1104413640086044
2.466501638812641,-0.06580616500624911,-4.3673151062484195,1.7235337991555983,0.3591421056628068,-1.0824380899207484
2.466501638812641,-0.06580616500624911,-4.3673151062484195,1.7235337991555983,0.3591421056628068,-1.0824380899207484
2.6811370580080163,-0.06984842485722148,-4.157098237379982,2.079115527882421,-0.3079037888366706,-0.8803876305155776
2.6797905338986094,-0.07996614536134253,-4.263316094793157,2.1089693765328996,-0.7564461294153153,-0.8717415120842382
2.6797905338986094,-0.07996614536134253,-4.263316094793157,2.1089693765328996,-0.7564461294153153,-0.8717415120842382
2.22172429632455,0.1097575771384707,-4.5137865581216925,1.704209692852942,-0.14181783064291886,-1.1333997202257093
2.031275207195397,0.2979125266082553,-4.1826435910690645,1.249001295423949,-0.2818538682903308,-0.8046058714274782
1.794890685740354,0.3088299842568902,-3.7740820304707583,0.9433926047800976,-0.31528157988779476,-0.7158674308919949
1.794890685740354,0.3088299842568902,-3.7740820304707583,0.9433926047800976,-0.31528157988779476,-0.7158674308919949
2.1847648545607328,0.20954323405129544,-3.738137735879201,1.3041278492163222,-0.3594082886509856,-0.6136468913817471
2.1847648545607328,0.20954323405129544,-3.738137735879201,1.3041278492163222,-0.3594082886509856,-0.6136468913817471
2.1847648545607328,0.20954323405129544,-3.738137735879201,1.3041278492163222,-0.3594082886509856,-0.6136468913817471
2.1847648545607328,0.20954323405129544,-3.738137735879201,1.3041278492163222,-0.3594082886509856,-0.6136468913817471
2.1847648545607328,0.20954323405129544,-3.738137735879201,1.3041278492163222,-0.3594082886509856,-0.6136468913817471
2.1847648545607328,0.20954323405129544,-3.738137735879201,1.3041278492163222,-0.3594082886509856,-0.6136468913817471
2.368249218677636,0.3431046559763895,-3.9396380224720295,1.9478431582914717,-0.09733904979383301,-0.49562216951834404
2.469854743639416,0.04327090309632442,-4.238685367124272,2.075389249454341,0.057170588750999396,-0.6809702631412269
2.469854743639416,0.04327090309632442,-4.238685367124272,2.075389249454341,0.057170588750999396,-0.6809702631412269
2.0076557315457717,-0.18275729857698308,-4.132243003416807,2.403542007019334,0.11602962280915596,-0.6327104726613383
2.0076557315457717,-0.18275729857698308,-4.132243003416807,2.403542007019334,0.11602962280915596,-0.6327104726613383
2.0076557315457717,-0.18275729857698308,-4.132243003416807,2.403542007019334,0.11602962280915596,-0.6327104726613383
1.7604677739195649,0.19157438842487384,-3.8144673024204168,2.4732139592907463,0.12409811188322138,-0.61746644743979
1.4401460984003285,0.4761216483250879,-4.271380940205426,2.411450578756245,0.020826765293678343,-0.9960483118869423
1.4401460984003285,0.4761216483250879,-4.271380940205426,2.411450578756245,0.020826765293678343,-0.9960483118869423
1.5267084945856828,0.47697951939351174,-4.066617234286111,1.9989868812600393,0.33609641210135394,-0.506894585061368
0.8653279695016575,0.41935172667748405,-4.367030444023548,2.3555308328725446,0.36370757721188735,-0.5558366618821207
1.2866429998687132,0.6611480241676995,-4.663237822823474,1.8379895109858815,0.6534189894073609,0.008304655851962384
1.2579985437130976,0.65306203396761,-3.9568326348480225,1.6408831330817042,0.7601028313984948,-0.06232044400925067
1.2579985437130976,0.65306203396761,-3.9568326348480225,1.6408831330817042,0.7601028313984948,-0.06232044400925067
1.425053001954315,0.4348334870547782,-3.978118028886441,1.2346682561720765,0.9459774573789471,0.27579916050142306
0.99663650943341,0.5056349524197914,-4.285244695357338,1.541135798017091,0.5592724725616889,-0.13782917701301872
1.117913654752987,0.5363298499227719,-4.0574337115932195,1.4941083753066429,0.19885787850095338,0.23470266492064712
0.9229632151574081,0.8079367931776585,-4.270419288034736,1.5082684030631988,0.890427633048842,0.13131565031717451
1.0550911538730876,0.7366335202644442,-4.07111336578611,1.6156334545633277,0.5114761864844375,0.14943808564286995
0.8414537227954297,0.31923987717912944,-4.081998918585025,2.008437806970954,0.23485875520713528,0.6349582797901903
0.38088278307975465,0.4220471391522353,-4.679559416983868,1.4359854115168713,-0.10226317060920442,0.9786784196016121
0.38088278307975465,0.4220471391522353,-4.679559416983868,1.4359854115168713,-0.10226317060920442,0.9786784196016121
0.7700353846307664,0.4845553649554032,-4.812001353648253,1.232747495298407,-0.07710172429858299,0.515387365061755
0.8040186323141636,0.48084193776018136,-4.713376414585062,1.0905386201156404,-0.15028697527970136,0.06097859994878546
1.1201966507156478,0.6620225866077577,-4.442080301521262,1.3141702622321585,-0.6451240570336834,0.03471829637845493
0.9380632960361267,0.32487816315423296,-3.7565729787877755,1.2070978542999637,-1.2825456618698454,-0.09374539942535486
0.9380632960361267,0.32487816315423296,-3.7565729787877755,1.2070978542999637,-1.2825456618698454,-0.09374539942535486
0.706500448565861,0.13087359897535555,-3.3551101045417466,0.899499608815708,-0.9868445022925149,0.3599518952376085
0.9817442276112773,0.10357725459746905,-3.275822275194967,1.3276548230286973,-1.174586390991445,0.19520960953815544
1.0257817007950818,0.2469718779786811,-2.28054837866926,1.2561827270657555,-0.8718165731982064,0.45168927779256807
0.6182963620570765,0.14040944093909735,-1.9154505274700797,0.9751689560624908,-0.9162963086689248,-0.2150249045725322
0.6924150528430412,-0.31311566301485955,-2.1547142753372515,0.8809559428375164,-0.9914827885042392,0.44009122528517275
0.42406144385574784,-0.31240693633174926,-2.2677760103294022,1.3633839354555652,-0.7665625279921311,0.37890076884785573
0.42406144385574784,-0.31240693633174926,-2.2677760103294022,1.3633839354555652,-0.7665625279921311,0.37890076884785573
0.6224238180809999,-0.567303415321808,-2.1890669202222974,0.8311630991948817,-0.7079934076951623,0.224774131751366
0.33648310969242623,-0.6537468865943429,-2.213488071535572,0.672213529091906,-0.6216585549648566,0.019618976675626287
0.5524095147306488,-0.6518822118834852,-2.1519668379835104,0.6702437827069342,-0.8531981228643737,-0.004334021967652618
0.5524095147306488,-0.6518822118834852,-2.1519668379835104,0.6702437827069342,-0.8531981228643737,-0.004334021967652618
0.5524095147306488,-0.6518822118834852,-2.1519668379835104,0.6702437827069342,-0.8531981228643737,-0.004334021967652618
0.4667278572943757,-0.3566611039605299,-1.8439065945717346,0.7094724905864291,-0.8694223513114502,0.026215664096149977
0.4667278572943757,-0.3566611039605299,-1.8439065945717346,0.7094724905864291,-0.8694223513114502,0.026215664096149977
0.30960133358919495,-0.27896304395343424,-1.8558827372504993,0.8750832445940654,-0.8587538167320126,0.1084354238601722
0.16625871567851314,-0.2977763228361231,-1.696460555121065,0.8448661154712632,-0.5715375455179389,0.719469770051655
-0.038688429011139336,0.2609345912409379,-1.633428294401086,0.7252077035115507,-0.6612496099285274,0.6809123828495709
