u_beta,u_nu,u_x,u_h,u_omega_b,u_omega_c
0.10885128407404246,-0.22906863562646856,-2.876905674892702,1.6747923526421304,0.7792730749804399,0.7493115359315884
-0.4141214720945632,-0.2808266023276895,-2.700768374047365,1.8889943122285813,0.7343650744134169,0.27768924108872933
-0.16987849186263076,-0.7244619627186295,-2.5831647365698704,1.8030787890966165,0.3409731268135232,0.18594085429622687
-0.1582702906270123,-0.71122033982569,-2.85836559213191,1.8268563413528747,-0.028482837828440077,0.29170078107865144
-0.3785242589825768,-0.42970297294660964,-2.7722228202204353,1.7783930807964825,0.14705593084509375,-0.02468627638457005
-0.7436263212757912,-0.24896955869339785,-2.40969263167906,0.6966216283301387,0.316464237063523,0.439018217440415
-0.7436263212757912,-0.24896955869339785,-2.40969263167906,0.6966216283301387,0.316464237063523,0.439018217440415
-0.7436263212757912,-0.24896955869339785,-2.40969263167906,0.6966216283301387,0.316464237063523,0.439018217440415
-0.38482746998357253,-0.35217539835531564,-2.133608117423299,0.6015630917522556,0.26727920451201265,0.3406774275916134
-0.686503348237815,-0.3491359872992717,-2.085559754352598,0.46520092688459,0.15825251325287681,0.08117029848493529
-1.0041246406424487,-0.15711946869761673,-2.053862539496674,0.2055112602298696,-0.08950553116363191,-0.022458323584023887
-1.0041246406424487,-0.15711946869761673,-2.053862539496674,0.2055112602298696,-0.08950553116363191,-0.022458323584023887
-0.9213396742483496,-0.2921331236193892,-2.1672169362315783,0.26858148827681727,0.08709193718277675,0.3417265480148032
-0.9213396742483496,-0.2921331236193892,-2.1672169362315783,0.26858148827681727,0.08709193718277675,0.3417265480148032
-0.9213396742483496,-0.2921331236193892,-2.1672169362315783,0.26858148827681727,0.08709193718277675,0.3417265480148032
-0.9213396742483496,-0.2921331236193892,-2.1672169362315783,0.26858148827681727,0.08709193718277675,0.3417265480148032
-0.9360808686771693,-0.028454096288581088,-2.093379811076273,0.15264172502721443,0.4129216680046974,0.23023534420709676
-0.9540759156401648,-0.1297619913044391,-1.9816362912525474,0.4808013695584863,0.36442764716176296,-0.2804486457543168
-0.9540759156401648,-0.1297619913044391,-1.9816362912525474,0.4808013695584863,0.36442764716176296,-0.2804486457543168
-1.0414889176674302,-0.2402475019954955,-1.6372591782842276,0.48142291837810375,0.34192684743528395,-0.16369069144556764
-0.5282141913704804,-0.3201764693644,-1.6622792274025715,0.3312390472857456,-0.019773925737388676,-0.19428268190181566
-0.5282141913704804,-0.3201764693644,-1.6622792274025715,0.3312390472857456,-0.019773925737388676,-0.19428268190181566
-0.5282141913704804,-0.3201764693644,-1.6622792274025715,0.3312390472857456,-0.019773925737388676,-0.19428268190181566
-0.5282141913704804,-0.3201764693644,-1.6622792274025715,0.3312390472857456,-0.019773925737388676,-0.19428268190181566
-0.225844842471785,-0.17259080668816468,-1.4268069197635072,0.2717102765162918,-0.07577266520136017,-0.13307251921777347
-0.225844842471785,-0.17259080668816468,-1.4268069197635072,0.2717102765162918,-0.07577266520136017,-0.13307251921777347
-0.14106221597316884,-0.27120463508738346,-1.4748786041634343,0.5277686050131023,0.17245029327021238,-0.3869960065027472
0.01737699572294521,-0.4773366363339545,-1.7604914832965628,0.6710496058767159,0.22214054432144337,-0.3405170025758651
0.01737699572294521,-0.4773366363339545,-1.7604914832965628,0.6710496058767159,0.22214054432144337,-0.3405170025758651
0.01737699572294521,-0.4773366363339545,-1.7604914832965628,0.6710496058767159,0.22214054432144337,-0.3405170025758651
