beta0,nu2,x_ini,h,omega_b,omega_c,logpost,chi2_total,chi2_sn,chi2_bao,chi2_prior,Omega_V0,z_eq,z_t,f_TUO_zstar,r_d_Mpc,z_drag,Omega_b0,Omega_c0,Omega_r0
0.011127059836013592,0.02378189189858344,1.593628046107215e-05,0.675031233744358,0.02230850675488582,0.12132375895668857,-703.1611471848157,1404.8947923399667,1387.9325096979737,16.96228264199296,1.4275020296647372,0.6848229320328142,3437.6643022713547,0.6315283287882844,1.2367123669439585e-09,147.8437934406973,1020.6326789555319,0.04895789820615926,0.26625521404247676,9.166728909190765e-05
0.011127059836013592,0.02378189189858344,1.593628046107215e-05,0.675031233744358,0.02230850675488582,0.12132375895668857,-703.1611471848157,1404.8947923399667,1387.9325096979737,16.96228264199296,1.4275020296647372,0.6848229320328142,3437.6643022713547,0.6315283287882844,1.2367123669439585e-09,147.8437934406973,1020.6326789555319,0.04895789820615926,0.26625521404247676,9.166728909190765e-05
0.011127059836013592,0.02378189189858344,1.593628046107215e-05,0.675031233744358,0.02230850675488582,0.12132375895668857,-703.1611471848157,1404.8947923399667,1387.9325096979737,16.96228264199296,1.4275020296647372,0.6848229320328142,3437.6643022713547,0.6315283287882844,1.2367123669439585e-09,147.8437934406973,1020.6326789555319,0.04895789820615926,0.26625521404247676,9.166728909190765e-05
0.011127059836013592,0.02378189189858344,1.593628046107215e-05,0.675031233744358,0.02230850675488582,0.12132375895668857,-703.1611471848157,1404.8947923399667,1387.9325096979737,16.96228264199296,1.4275020296647372,0.6848229320328142,3437.6643022713547,0.6315283287882844,1.2367123669439585e-09,147.8437934406973,1020.6326789555319,0.04895789820615926,0.26625521404247676,9.166728909190765e-05
0.011127059836013592,0.02378189189858344,1.593628046107215e-05,0.675031233744358,0.02230850675488582,0.12132375895668857,-703.1611471848157,1404.8947923399667,1387.9325096979737,16.96228264199296,1.4275020296647372,0.6848229320328142,3437.6643022713547,0.6315283287882844,1.2367123669439585e-09,147.8437934406973,1020.6326789555319,0.04895789820615926,0.26625521404247676,9.166728909190765e-05
0.011127059836013592,0.02378189189858344,1.593628046107215e-05,0.675031233744358,0.02230850675488582,0.12132375895668857,-703.1611471848157,1404.8947923399667,1387.9325096979737,16.96228264199296,1.4275020296647372,0.6848229320328142,3437.6643022713547,0.6315283287882844,1.2367123669439585e-09,147.8437934406973,1020.6326789555319,0.04895789820615926,0.26625521404247676,9.166728909190765e-05
0.015778088194234166,0.021259888881719223,0.06953212930681849,0.6808911318084268,0.02232466623325188,0.12143274573752791,-702.3788024684726,1401.341228995061,1388.565891906619,12.775337088442072,3.4163759418840542,0.690091337212238,3440.6592459663984,0.6449153329286936,7.35898431491713e-05,147.70989433926633,1020.6788646454715,0.04815369515568696,0.26192711501565,9.009626111847278e-05
0.015778088194234166,0.021259888881719223,0.06953212930681849,0.6808911318084268,0.02232466623325188,0.12143274573752791,-702.3788024684726,1401.341228995061,1388.565891906619,12.775337088442072,3.4163759418840542,0.690091337212238,3440.6592459663984,0.6449153329286936,7.35898431491713e-05,147.70989433926633,1020.6788646454715,0.04815369515568696,0.26192711501565,9.009626111847278e-05
0.010335311085436463,0.01253609191543028,0.04663899349181459,0.6759275071082352,0.022444435364179595,0.12159859922000295,-703.8064815741121,1405.4434355754731,1387.923825852573,17.519609722900316,2.1695275727510337,0.6847613750840625,3447.4958663411244,0.6313258472476547,3.3037436090723756e-05,147.57280530890688,1020.9669702258903,0.049125665093116104,0.26615114009985547,9.142435038117137e-05
0.00817081757022137,0.007374352603036595,0.01919024047489127,0.6752913115705479,0.022396524578033716,0.1221425477374297,-704.7370546477382,1406.1882861125061,1387.7567510828376,18.43153502966858,3.2858231829702236,0.6830363599801464,3459.3713579810537,0.6269920027058131,5.5844251621585915e-06,147.512422215847,1020.9021079070903,0.04911320851181134,0.26784568267684844,9.159669425987101e-05
0.00817081757022137,0.007374352603036595,0.01919024047489127,0.6752913115705479,0.022396524578033716,0.1221425477374297,-704.7370546477382,1406.1882861125061,1387.7567510828376,18.43153502966858,3.2858231829702236,0.6830363599801464,3459.3713579810537,0.6269920027058131,5.5844251621585915e-06,147.512422215847,1020.9021079070903,0.04911320851181134,0.26784568267684844,9.159669425987101e-05
0.012802363580407984,0.010471426462337093,0.01991145898898947,0.6753893453032677,0.022446921364610822,0.12145093281417821,-703.8009738008592,1405.7998145836493,1387.9123073294759,17.887507254173485,1.802133018069116,0.6846503595148893,3444.0205097166927,0.6310159110833046,6.012656409765161e-06,147.6417110272668,1020.9604526056086,0.04920943458096667,0.26625173385866224,9.157010540647232e-05
0.005811772975518479,0.007882876751172354,0.014581835046450045,0.6742164829445101,0.02241948974825102,0.11972825125441501,-702.7152601576173,1405.268507920366,1388.1956663355231,17.072841584842823,0.16201239486872326,0.6872411293515406,3402.1239450297194,0.6376048880004809,3.2243483287513264e-06,148.14883805203317,1020.7529192759515,0.04932044570537725,0.26338916637716087,9.188897196619573e-05
0.005811772975518479,0.007882876751172354,0.014581835046450045,0.6742164829445101,0.02241948974825102,0.11972825125441501,-702.7152601576173,1405.268507920366,1388.1956663355231,17.072841584842823,0.16201239486872326,0.6872411293515406,3402.1239450297194,0.6376048880004809,3.2243483287513264e-06,148.14883805203317,1020.7529192759515,0.04932044570537725,0.26338916637716087,9.188897196619573e-05
0.005811772975518479,0.007882876751172354,0.014581835046450045,0.6742164829445101,0.02241948974825102,0.11972825125441501,-702.7152601576173,1405.268507920366,1388.1956663355231,17.072841584842823,0.16201239486872326,0.6872411293515406,3402.1239450297194,0.6376048880004809,3.2243483287513264e-06,148.14883805203317,1020.7529192759515,0.04932044570537725,0.26338916637716087,9.188897196619573e-05
0.005811772975518479,0.007882876751172354,0.014581835046450045,0.6742164829445101,0.02241948974825102,0.11972825125441501,-702.7152601576173,1405.268507920366,1388.1956663355231,17.072841584842823,0.16201239486872326,0.6872411293515406,3402.1239450297194,0.6376048880004809,3.2243483287513264e-06,148.14883805203317,1020.7529192759515,0.04932044570537725,0.26338916637716087,9.188897196619573e-05
