beta0,nu2,x_ini,h,omega_b,omega_c,logpost,chi2_total,chi2_sn,chi2_bao,chi2_prior,Omega_V0,z_eq,z_t,f_TUO_zstar,r_d_Mpc,z_drag,Omega_b0,Omega_c0,Omega_r0
0.010376979167622192,0.020256399656015056,0.07222673887630178,0.674457857580697,0.0224736492669588,0.12291309922250397,-708.3370715511409,1410.2951258188918,1387.5430360808969,22.752089737994893,6.379017283389904,0.6804229632229655,3479.6655020268777,0.6205139980006124,7.933193160211879e-05,147.1300219733123,1021.140797136477,0.04940421027283769,0.2702019830932641,9.182321337770971e-05
0.010376979167622192,0.020256399656015056,0.07222673887630178,0.674457857580697,0.0224736492669588,0.12291309922250397,-708.3370715511409,1410.2951258188918,1387.5430360808969,22.752089737994893,6.379017283389904,0.6804229632229655,3479.6655020268777,0.6205139980006124,7.933193160211879e-05,147.1300219733123,1021.140797136477,0.04940421027283769,0.2702019830932641,9.182321337770971e-05
0.0027861168623250603,0.011619843610829685,0.0852687573760535,0.6796577255405347,0.022536065365707063,0.12191093342874953,-703.9725979990486,1402.903246296203,1388.1933399140835,14.709906382119541,5.041949701894183,0.6872194691633774,3457.170190082903,0.6375693862681511,0.00011075957265742062,147.29354513000388,1021.2016440499654,0.048786265848786405,0.2639138248675413,9.042356152601218e-05
0.0073891650652056365,0.016384931717976316,0.05054643315714505,0.6817465637263014,0.02257823140800212,0.12187851834573828,-704.173335729587,1401.5685989702272,1388.4358840882778,13.132714881949465,6.778072488946834,0.689164350268979,3457.403424468205,0.6425182943881399,3.881155971271401e-05,147.3359007165342,1021.2949168874857,0.04857848927121684,0.2622293211926184,8.987030364865569e-05
0.0033136652470349597,0.013902803607869399,0.09048285965418294,0.6825230792646044,0.022520453337947766,0.11938672872744002,-702.4426294467279,1400.7123083434522,1389.3608862310648,11.351422112387347,4.172950550003678,0.6952953377938527,3396.3620316324827,0.6583434762459339,0.00012502543072620635,147.98554547584726,1020.9548077532055,0.048343984912517075,0.2562839266929288,8.966592670878583e-05
0.0033136652470349597,0.013902803607869399,0.09048285965418294,0.6825230792646044,0.022520453337947766,0.11938672872744002,-702.4426294467279,1400.7123083434522,1389.3608862310648,11.351422112387347,4.172950550003678,0.6952953377938527,3396.3620316324827,0.6583434762459339,0.00012502543072620635,147.98554547584726,1020.9548077532055,0.048343984912517075,0.2562839266929288,8.966592670878583e-05
0.0033136652470349597,0.013902803607869399,0.09048285965418294,0.6825230792646044,0.022520453337947766,0.11938672872744002,-702.4426294467279,1400.7123083434522,1389.3608862310648,11.351422112387347,4.172950550003678,0.6952953377938527,3396.3620316324827,0.6583434762459339,0.00012502543072620635,147.98554547584726,1020.9548077532055,0.048343984912517075,0.2562839266929288,8.966592670878583e-05
0.01193621675616718,0.013015587171043551,0.10994735470291138,0.6815694056807882,0.02251913594732591,0.12105214523129192,-702.7375129459459,1401.4259206600075,1388.6896476522088,12.736273007798781,4.049105231884258,0.6910162749498461,3436.202246128239,0.6472346471059416,0.00018456824392514844,147.46442301746623,1021.0922527774895,0.04847653252174628,0.2605867413766694,8.991702909257825e-05
0.004720609626165452,0.02421409562984611,0.07931146729486614,0.6841137266711834,0.022578905859934117,0.1209677035925326,-703.8432641663002,1401.0050877182377,1389.0197989940643,11.985288724173428,6.681440614362702,0.6932172290997958,3435.6110868163582,0.6529540012007322,9.5846199962433e-05,147.51738918989102,1021.2213884183753,0.048244330467816086,0.2584715975279767,8.92494431452152e-05
0.003737774958817844,0.027562334468340142,0.05793827734732332,0.6805912770641539,0.022635938013941273,0.12270509839928839,-706.4644786624347,1402.96627728696,1388.0715445876122,14.894732699347777,9.96268003790933,0.6861506947579064,3478.571318193379,0.6348700542869704,5.099870009253097e-05,147.03234469789814,1021.4928976230374,0.04886813206213449,0.2649048141756053,9.017566778603886e-05
0.003737774958817844,0.027562334468340142,0.05793827734732332,0.6805912770641539,0.022635938013941273,0.12270509839928839,-706.4644786624347,1402.96627728696,1388.0715445876122,14.894732699347777,9.96268003790933,0.6861506947579064,3478.571318193379,0.6348700542869704,5.099870009253097e-05,147.03234469789814,1021.4928976230374,0.04886813206213449,0.2649048141756053,9.017566778603886e-05
0.003737774958817844,0.027562334468340142,0.05793827734732332,0.6805912770641539,0.022635938013941273,0.12270509839928839,-706.4644786624347,1402.96627728696,1388.0715445876122,14.894732699347777,9.96268003790933,0.6861506947579064,3478.571318193379,0.6348700542869704,5.099870009253097e-05,147.03234469789814,1021.4928976230374,0.04886813206213449,0.2649048141756053,9.017566778603886e-05
