beta0,nu2,x_ini,h,omega_b,omega_c,logpost,chi2_total,chi2_sn,chi2_bao,chi2_growth,chi2_prior,Omega_V0,z_eq,z_t,f_TUO_zstar,r_d_Mpc,z_drag,sigma8_0_hat,Omega_b0,Omega_c0,Omega_r0
0.04379878942534641,0.05961655798425975,0.20608159746853486,0.6840015150419211,0.022366047462277657,0.1208122511967915,-706.47738769659,1407.5853340550154,1389.539220161736,12.823110609229486,5.223003284049973,4.460067576860497,0.6947647120578467,3426.7938835732048,0.6600418861275202,0.0006311120768063671,147.23051816672367,1020.7220552550152,0.8404995868476758,0.04780519728762463,0.2582241459053283,8.927872859760244e-05
0.04458547791491138,0.050724023753514424,0.18147287286212116,0.6885061422521357,0.022345027660727365,0.12019908924616927,-707.6404000577126,1406.6717973122747,1390.5893440544605,10.946650082438975,5.1358031753751625,8.47236823169287,0.7003295591392797,3411.610669607542,0.67413044944669,0.0004980574084440257,147.56510000791044,1020.6220720472676,0.8424379515173541,0.04713736033098101,0.25356280006806636,8.811431842511686e-05
0.036751256307788374,0.04110249743265512,0.20210642342951632,0.6872069834809931,0.022385459860890432,0.1203694109962758,-706.7311489093894,1406.062136555991,1390.1025550737977,10.79291862671974,5.166662855473461,7.082366056195556,0.6986026420321063,3416.65706517883,0.6682228253387149,0.0006099944698123935,147.35269491453397,1020.7293149007849,0.8420330414217162,0.047401369800117915,0.2548830802991551,8.844779203323953e-05
0.036751256307788374,0.04110249743265512,0.20210642342951632,0.6872069834809931,0.022385459860890432,0.1203694109962758,-706.7311489093894,1406.062136555991,1390.1025550737977,10.79291862671974,5.166662855473461,7.082366056195556,0.6986026420321063,3416.65706517883,0.6682228253387149,0.0006099944698123935,147.35269491453397,1020.7293149007849,0.8420330414217162,0.047401369800117915,0.2548830802991551,8.844779203323953e-05
0.036751256307788374,0.04110249743265512,0.20210642342951632,0.6872069834809931,0.022385459860890432,0.1203694109962758,-706.7311489093894,1406.062136555991,1390.1025550737977,10.79291862671974,5.166662855473461,7.082366056195556,0.6986026420321063,3416.65706517883,0.6682228253387149,0.0006099944698123935,147.35269491453397,1020.7293149007849,0.8420330414217162,0.047401369800117915,0.2548830802991551,8.844779203323953e-05
0.02824010237316514,0.040548530924980064,0.17319638514614472,0.6873902417680708,0.022534086069038096,0.11914653855537351,-707.6989271509352,1406.3424745231914,1390.4578240141273,10.752516912632526,5.132133596431716,8.874406645973226,0.700630271068668,3390.9393563609938,0.6730882838820949,0.00045643834432784595,147.67973149806036,1020.9653619528747,0.8430888911933354,0.04769064801570487,0.25215913417235297,8.840063794449442e-05
0.02824010237316514,0.040548530924980064,0.17319638514614472,0.6873902417680708,0.022534086069038096,0.11914653855537351,-707.6989271509352,1406.3424745231914,1390.4578240141273,10.752516912632526,5.132133596431716,8.874406645973226,0.700630271068668,3390.9393563609938,0.6730882838820949,0.00045643834432784595,147.67973149806036,1020.9653619528747,0.8430888911933354,0.04769064801570487,0.25215913417235297,8.840063794449442e-05
0.02824010237316514,0.040548530924980064,0.17319638514614472,0.6873902417680708,0.022534086069038096,0.11914653855537351,-707.6989271509352,1406.3424745231914,1390.4578240141273,10.752516912632526,5.132133596431716,8.874406645973226,0.700630271068668,3390.9393563609938,0.6730882838820949,0.00045643834432784595,147.67973149806036,1020.9653619528747,0.8430888911933354,0.04769064801570487,0.25215913417235297,8.840063794449442e-05
0.02824010237316514,0.040548530924980064,0.17319638514614472,0.6873902417680708,0.022534086069038096,0.11914653855537351,-707.6989271509352,1406.3424745231914,1390.4578240141273,10.752516912632526,5.132133596431716,8.874406645973226,0.700630271068668,3390.9393563609938,0.6730882838820949,0.00045643834432784595,147.67973149806036,1020.9653619528747,0.8430888911933354,0.04769064801570487,0.25215913417235297,8.840063794449442e-05
0.02824010237316514,0.040548530924980064,0.17319638514614472,0.6873902417680708,0.022534086069038096,0.11914653855537351,-707.6989271509352,1406.3424745231914,1390.4578240141273,10.752516912632526,5.132133596431716,8.874406645973226,0.700630271068668,3390.9393563609938,0.6730882838820949,0.00045643834432784595,147.67973149806036,1020.9653619528747,0.8430888911933354,0.04769064801570487,0.25215913417235297,8.840063794449442e-05
