u_beta,u_nu,u_x,u_h,u_omega_b,u_omega_c
-1.9901304880606507,-0.696140265869142,-3.550083904654847,1.053281319798031,-0.2232051741221434,-0.026858411896219125
-1.5879547351811616,-0.4545880910160518,-3.0849034616700615,1.1242761222675544,-0.1940825843142922,-0.5847918615821133
-1.4315069293414826,-0.5925501910619277,-3.078039729190502,0.5168406676111387,0.24647099019586804,-0.5970105770251934
-1.1404434713503917,-0.5702470690436675,-2.9459319629547265,0.5864610400121465,-0.07144088804373394,-0.7504276782604895
-1.1404434713503917,-0.5702470690436675,-2.9459319629547265,0.5864610400121465,-0.07144088804373394,-0.7504276782604895
-1.1621105292110203,-0.6038867763261444,-2.720311400903718,0.47082689436587444,-0.22362692991871405,-1.0799413890468688
-0.6716670697291702,-0.800089902128151,-3.347499202646711,0.42318415045418895,-0.19040020792918738,-1.084167180141515
-0.4672865548325824,-1.1284087318358744,-2.938522520000166,0.5741851000996591,-0.12023564363220239,-1.674459285351547
-0.3219354905826788,-0.9640935308621628,-3.123980643022821,0.43583714744899854,0.09265745185767922,-1.6892397499275862
-0.3219354905826788,-0.9640935308621628,-3.123980643022821,0.43583714744899854,0.09265745185767922,-1.6892397499275862
-0.7302760349350781,-0.8362924813405455,-3.3456425364262223,0.32356752081780893,0.42300532274636093,-1.3581693290245664
-0.7111636122824434,-0.6521834295596979,-3.431771128234523,0.4771990207079023,0.38426386150376785,-1.3348943847299004
-0.7111636122824434,-0.6521834295596979,-3.431771128234523,0.4771990207079023,0.38426386150376785,-1.3348943847299004
-0.5535040869539124,-0.3021111289879265,-3.538200127743574,0.43419889489527475,0.22225153979535714,-1.1181270894817679
-0.033596018617275236,-0.5708617815111754,-3.9656082414219203,0.5048750577584455,0.6808172733834574,-0.9078822539321016
-0.033596018617275236,-0.5708617815111754,-3.9656082414219203,0.5048750577584455,0.6808172733834574,-0.9078822539321016
-0.033596018617275236,-0.5708617815111754,-3.9656082414219203,0.5048750577584455,0.6808172733834574,-0.9078822539321016
0.7085678096995751,-0.1186816942960845,-3.917206534538298,0.6417670411295514,0.6245646206797865,-0.637493648834876
0.35021012993648765,-0.24021646032998353,-3.812909336143767,0.9038896631132964,0.5591391743427601,-0.40425306814807316
0.21408099224598642,-0.548124372740798,-4.131672059990748,1.0271840647695119,0.8047206226010332,-0.28678611017874517
0.33748504999933493,-0.5426549928462581,-4.215507161635021,1.4353922938959252,0.45575579950907835,-0.4411343804108999
0.31912184033611846,-0.4947105023100744,-4.335729263872646,1.3311506831576905,0.5735176450423025,-0.7854429543808428
0.16786374222407613,-0.3562037107090894,-4.419730335597433,1.0037098782469607,0.23092270145560656,-0.7574396802929869
0.16786374222407613,-0.3562037107090894,-4.419730335597433,1.0037098782469607,0.23092270145560656,-0.7574396802929869
0.3824991614194513,-0.3602459705600618,-4.209513466728995,1.3592916069737835,-0.4361231930438708,-0.5553892208878161
0.3811526373100444,-0.3703636910641829,-4.31573132414217,1.389145455624262,-0.8846655336225155,-0.5467431024564767
0.3811526373100444,-0.3703636910641829,-4.31573132414217,1.389145455624262,-0.8846655336225155,-0.5467431024564767
-0.07691360026401522,-0.18063996856436965,-4.566201787470706,0.9843857719443043,-0.2700372348501191,-0.8084013105979477
-0.2673626893931681,0.007514980905414942,-4.235058820418078,0.5291773745153114,-0.41007327249753106,-0.47960746179971653
-0.503747210848211,0.018432438554049826,-3.8264972598197717,0.2235686838714599,-0.443500984094995,-0.3908690212642332
-0.503747210848211,0.018432438554049826,-3.8264972598197717,0.2235686838714599,-0.443500984094995,-0.3908690212642332
-0.1138730420278321,-0.08085431165154491,-3.7905529652282146,0.5843039283076845,-0.48762769285818586,-0.2886484817539854
-0.1138730420278321,-0.08085431165154491,-3.7905529652282146,0.5843039283076845,-0.48762769285818586,-0.2886484817539854
-0.1138730420278321,-0.08085431165154491,-3.7905529652282146,0.5843039283076845,-0.48762769285818586,-0.2886484817539854
-0.1138730420278321,-0.08085431165154491,-3.7905529652282146,0.5843039283076845,-0.48762769285818586,-0.2886484817539854
0.0635597460329923,-0.0796960283031251,-4.1437307466255815,0.760512032585762,-0.6266649935141693,-1.0557270950577538
0.0635597460329923,-0.0796960283031251,-4.1437307466255815,0.760512032585762,-0.6266649935141693,-1.0557270950577538
0.24704411014989572,0.053865393621969,-4.345231033218409,1.4042273416609115,-0.36459575465701666,-0.9377023731943507
0.34864963511167585,-0.24596835925809607,-4.644278377870652,1.531773432823781,-0.21008611611218425,-1.1230504668172334
0.34864963511167585,-0.24596835925809607,-4.644278377870652,1.531773432823781,-0.21008611611218425,-1.1230504668172334
-0.11354937698196865,-0.4719965609314036,-4.5378360141631875,1.8599261903887738,-0.15122708205402768,-1.0747906763373447
0.06498116643006552,-0.4105767165243934,-4.329235141340577,2.076417061220304,0.6129520249635021,-1.1155357620842554
0.40624440821128516,-0.7815460366840312,-4.45135852252324,2.0348940301230503,-0.10479945610732044,-0.9913342456016385
0.1590564505850783,-0.4072143496821743,-4.13358282152685,2.1045659823944627,-0.09673096703325502,-0.9760902203800902
0.1590564505850783,-0.4072143496821743,-4.13358282152685,2.1045659823944627,-0.09673096703325502,-0.9760902203800902
0.1590564505850783,-0.4072143496821743,-4.13358282152685,2.1045659823944627,-0.09673096703325502,-0.9760902203800902
0.24561884677043275,-0.40635647861375046,-3.9288191156075354,1.692102284898257,0.2185386797744206,-0.48693649355451585
0.24561884677043275,-0.40635647861375046,-3.9288191156075354,1.692102284898257,0.2185386797744206,-0.48693649355451585
0.6669338771374886,-0.16456018112353502,-4.2250264944074605,1.1745609630115939,0.5082500919698941,0.0772048241795672
0.6382894209818729,-0.17264617132362445,-3.518621306432009,0.9774545851074167,0.614933933961028,0.006579724318354144
0.6382894209818729,-0.17264617132362445,-3.518621306432009,0.9774545851074167,0.614933933961028,0.006579724318354144
0.8053438792230904,-0.39087471823645625,-3.5399067004704277,0.5712397081977889,0.8008085599414804,0.3446993288290279
0.37692738670218534,-0.3200732528714431,-3.847033366941325,0.8777072500428034,0.4141035751242221,-0.0689290086854139
