beta0,nu2,x_ini,h,omega_b,omega_c,logpost,chi2_total,chi2_sn,chi2_bao,chi2_growth,chi2_prior,Omega_V0,z_eq,z_t,f_TUO_zstar,r_d_Mpc,z_drag,sigma8_0_hat,Omega_b0,Omega_c0,Omega_r0
0.011107203936396748,0.022318567283362695,0.21292702978505593,0.684796248274533,0.022334949035626852,0.11984142967301938,-708.9179960606874,1413.1006031323013,1389.6426126211882,11.164542313453133,12.293448197660018,4.734423680007263,0.6968603836874724,3402.807805006667,0.6624585661491438,0.0006733826064993315,147.49021057900654,1020.5684647202202,0.7560901780952941,0.04762798642017973,0.2555549142259905,8.907162582504542e-05
0.01005621385888214,0.016186947777140432,0.19705926666861406,0.6808791374709715,0.022219490719776542,0.12052921469193255,-708.9463704437943,1414.4871290844846,1388.8511001840234,13.224657674720275,12.41137122574115,3.0941950228738815,0.6921148259262456,3416.5092295948307,0.6500859489340085,0.0005818864807209577,147.53173374966133,1020.3609527395489,0.7521275728670073,0.04792852301547436,0.2599873828457143,9.009943541011468e-05
0.012077823867035525,0.017890165278205694,0.16635466411284905,0.6815922832458193,0.022288543911060138,0.12059289933015262,-708.488385697226,1413.669310305764,1388.913638226688,12.354532255415279,12.401139823660735,2.844721469639704,0.6925174938116965,3419.6864915253627,0.6511317889836618,0.00042044448148383,147.6042390744026,1020.5254943819652,0.7524341225419479,0.04797692041669842,0.2595807046466888,8.991099308481182e-05
0.012077823867035525,0.017890165278205694,0.16635466411284905,0.6815922832458193,0.022288543911060138,0.12059289933015262,-708.488385697226,1413.669310305764,1388.913638226688,12.354532255415279,12.401139823660735,2.844721469639704,0.6925174938116965,3419.6864915253627,0.6511317889836618,0.00042044448148383,147.6042390744026,1020.5254943819652,0.7524341225419479,0.04797692041669842,0.2595807046466888,8.991099308481182e-05
0.019841713266761967,0.025457381307680188,0.12379889443973288,0.6814260932935168,0.022172903757926653,0.1206539854258452,-708.9805319431003,1413.334660481667,1388.9559393152595,11.983025595716095,12.39569557069139,4.229416387870171,0.6927066860951664,3418.3817954835404,0.6517276181197297,0.0002342920636732361,147.92102263248435,1020.2639036868754,0.7524686091967979,0.04775128385732224,0.25983889027286744,8.995485441006783e-05
0.019841713266761967,0.025457381307680188,0.12379889443973288,0.6814260932935168,0.022172903757926653,0.1206539854258452,-708.9805319431003,1413.334660481667,1388.9559393152595,11.983025595716095,12.39569557069139,4.229416387870171,0.6927066860951664,3418.3817954835404,0.6517276181197297,0.0002342920636732361,147.92102263248435,1020.2639036868754,0.7524686091967979,0.04775128385732224,0.25983889027286744,8.995485441006783e-05
0.019841713266761967,0.025457381307680188,0.12379889443973288,0.6814260932935168,0.022172903757926653,0.1206539854258452,-708.9805319431003,1413.334660481667,1388.9559393152595,11.983025595716095,12.39569557069139,4.229416387870171,0.6927066860951664,3418.3817954835404,0.6517276181197297,0.0002342920636732361,147.92102263248435,1020.2639036868754,0.7524686091967979,0.04775128385732224,0.25983889027286744,8.995485441006783e-05
0.019841713266761967,0.025457381307680188,0.12379889443973288,0.6814260932935168,0.022172903757926653,0.1206539854258452,-708.9805319431003,1413.334660481667,1388.9559393152595,11.983025595716095,12.39569557069139,4.229416387870171,0.6927066860951664,3418.3817954835404,0.6517276181197297,0.0002342920636732361,147.92102263248435,1020.2639036868754,0.7524686091967979,0.04775128385732224,0.25983889027286744,8.995485441006783e-05
0.019841713266761967,0.025457381307680188,0.12379889443973288,0.6814260932935168,0.022172903757926653,0.1206539854258452,-708.9805319431003,1413.334660481667,1388.9559393152595,11.983025595716095,12.39569557069139,4.229416387870171,0.6927066860951664,3418.3817954835404,0.6517276181197297,0.0002342920636732361,147.92102263248435,1020.2639036868754,0.7524686091967979,0.04775128385732224,0.25983889027286744,8.995485441006783e-05
0.02450117520340511,0.042817094201878424,0.14845872804208418,0.6810737786115251,0.022280001497706457,0.1206012145058516,-708.427612102792,1413.7802343548512,1388.9303675368428,12.448599842003532,12.40126697600489,2.612534884775018,0.6923153772611182,3419.6810507885534,0.6511872410049584,0.0003362384016660629,147.70117828831772,1020.5065307981373,0.7521634716730206,0.048031582457645695,0.2599940210787838,9.004794451000325e-05
0.011276719996383763,0.0597395003961561,0.16591656001473182,0.6839759165310296,0.022302382425806688,0.12028167264866026,-708.7325195627163,1413.0607886148932,1389.3607193902135,11.367833184328383,12.332236040351269,4.239059346716754,0.6951873650512411,3412.5673661214246,0.658282465403432,0.00041866407460153704,147.6756666196707,1020.5310110843942,0.754741097676616,0.047672687817137,0.2571093312285555,8.928541142142103e-05
0.011276719996383763,0.0597395003961561,0.16591656001473182,0.6839759165310296,0.022302382425806688,0.12028167264866026,-708.7325195627163,1413.0607886148932,1389.3607193902135,11.367833184328383,12.332236040351269,4.239059346716754,0.6951873650512411,3412.5673661214246,0.658282465403432,0.00041866407460153704,147.6756666196707,1020.5310110843942,0.754741097676616,0.047672687817137,0.2571093312285555,8.928541142142103e-05
0.011276719996383763,0.0597395003961561,0.16591656001473182,0.6839759165310296,0.022302382425806688,0.12028167264866026,-708.7325195627163,1413.0607886148932,1389.3607193902135,11.367833184328383,12.332236040351269,4.239059346716754,0.6951873650512411,3412.5673661214246,0.658282465403432,0.00041866407460153704,147.6756666196707,1020.5310110843942,0.754741097676616,0.047672687817137,0.2571093312285555,8.928541142142103e-05
0.011276719996383763,0.0597395003961561,0.16591656001473182,0.6839759165310296,0.022302382425806688,0.12028167264866026,-708.7325195627163,1413.0607886148932,1389.3607193902135,11.367833184328383,12.332236040351269,4.239059346716754,0.6951873650512411,3412.5673661214246,0.658282465403432,0.00041866407460153704,147.6756666196707,1020.5310110843942,0.754741097676616,0.047672687817137,0.2571093312285555,8.928541142142103e-05
0.011276719996383763,0.0597395003961561,0.16591656001473182,0.6839759165310296,0.022302382425806688,0.12028167264866026,-708.7325195627163,1413.0607886148932,1389.3607193902135,11.367833184328383,12.332236040351269,4.239059346716754,0.6951873650512411,3412.5673661214246,0.658282465403432,0.00041866407460153704,147.6756666196707,1020.5310110843942,0.754741097676616,0.047672687817137,0.2571093312285555,8.928541142142103e-05
0.011276719996383763,0.0597395003961561,0.16591656001473182,0.6839759165310296,0.022302382425806688,0.12028167264866026,-708.7325195627163,1413.0607886148932,1389.3607193902135,11.367833184328383,12.332236040351269,4.239059346716754,0.6951873650512411,3412.5673661214246,0.658282465403432,0.00041866407460153704,147.6756666196707,1020.5310110843942,0.754741097676616,0.047672687817137,0.2571093312285555,8.928541142142103e-05
0.011276719996383763,0.0597395003961561,0.16591656001473182,0.6839759165310296,0.022302382425806688,0.12028167264866026,-708.7325195627163,1413.0607886148932,1389.3607193902135,11.367833184328383,12.332236040351269,4.239059346716754,0.6951873650512411,3412.5673661214246,0.658282465403432,0.00041866407460153704,147.6756666196707,1020.5310110843942,0.754741097676616,0.047672687817137,0.2571093312285555,8.928541142142103e-05
0.012945133093634573,0.05482717718700436,0.18902026379379472,0.678894267610137,0.02247174437191794,0.12163999873632432,-713.0432015275161,1419.5126272395082,1388.221968151629,18.756309914792613,12.534349173086689,3.286014326635329,0.6873320253306778,3449.143682148182,0.6380994150548565,0.0005349173060528701,146.98365252476708,1021.0327622197995,0.7482554095010368,0.048756497813379505,0.26391989131998567,9.062704947762404e-05
