beta0,nu2,x_ini,logpost,chi2_total,chi2_sn,chi2_bao,Omega_V0,z_eq,z_t,f_TUO_zstar,r_d_Mpc,z_drag
0.018383805256494894,0.01814497333844404,0.268022817592014,-730.2982016652008,1430.712958342591,1390.3086915016174,40.40426684097362,0.7002730421427081,3259.8690434431683,0.6714152399241274,0.0010414501259572747,148.25202502471018,1020.8749338611531
0.018383805256494894,0.01814497333844404,0.268022817592014,-730.2982016652008,1430.712958342591,1390.3086915016174,40.40426684097362,0.7002730421427081,3259.8690434431683,0.6714152399241274,0.0010414501259572747,148.25202502471018,1020.8749338611531
0.018383805256494894,0.01814497333844404,0.268022817592014,-730.2982016652008,1430.712958342591,1390.3086915016174,40.40426684097362,0.7002730421427081,3259.8690434431683,0.6714152399241274,0.0010414501259572747,148.25202502471018,1020.8749338611531
0.020915981155555693,0.018400490347411768,0.22687421333339752,-726.7517632583492,1423.6200815288878,1390.3314091265202,33.28867240236766,0.700366469270911,3259.8690434431683,0.6716665501174606,0.0007781881241131105,148.53179393866174,1020.8749338611531
0.020156062931940798,0.020501007617488288,0.21022881905353116,-725.4379016232714,1420.992358258732,1390.3234057798982,30.66895247883397,0.7003182941878694,3259.8690434431683,0.6715749117485079,0.0006749345176138383,148.6374008269423,1020.8749338611531
0.023127617024359032,0.020374909295262828,0.20510321173695345,-725.2673069456322,1420.6511689034537,1390.3543805629015,30.29678834055223,0.7004459756232315,3259.8690434431683,0.6719184991111696,0.0006439559618933363,148.66891370945802,1020.8749338611531
0.023127617024359032,0.020374909295262828,0.20510321173695345,-725.2673069456322,1420.6511689034537,1390.3543805629015,30.29678834055223,0.7004459756232315,3259.8690434431683,0.6719184991111696,0.0006439559618933363,148.66891370945802,1020.8749338611531
0.01925055827283315,0.022719892299628206,0.18749702154539413,-723.8751302069614,1417.8668154261122,1390.3142085149884,27.552606911123856,0.7002667869442593,3259.8690434431683,0.6714698172076002,0.0005413193146284332,148.77324461711942,1020.8749338611531
0.013439260506410335,0.024451892645167162,0.1745778144166426,-722.8705427710328,1415.8576405542549,1390.2681317329407,25.58950882131422,0.7000784829658154,3259.8690434431683,0.6709545429041337,0.0004703709478105245,148.8456679735333,1020.8749338611531
0.01853894739687762,0.022068353642876792,0.12773739959454172,-720.9458025965581,1412.0081602053056,1390.3062973469496,21.70186285835591,0.7002386814146713,3259.8690434431683,0.6713794029757085,0.00025134089629988963,149.07462099702082,1020.8749338611531
0.019035203846889323,0.02198737872849313,0.11046935084377615,-720.3868976572146,1410.8903503266185,1390.310473434627,20.579876891991454,0.7002560727287976,3259.8690434431683,0.6714252178490707,0.00018738481946271233,149.14407430013162,1020.8749338611531
0.019035203846889323,0.02198737872849313,0.11046935084377615,-720.3868976572146,1410.8903503266185,1390.310473434627,20.579876891991454,0.7002560727287976,3259.8690434431683,0.6714252178490707,0.00018738481946271233,149.14407430013162,1020.8749338611531
0.01910070968655605,0.02007838623278527,0.13394563846518615,-721.2041031912064,1412.5247613946021,1390.311339057982,22.213422336620255,0.70027043165024,3259.8690434431683,0.6714370409483295,0.0002766208590892309,149.04757073017817,1020.8749338611531
0.01910070968655605,0.02007838623278527,0.13394563846518615,-721.2041031912064,1412.5247613946021,1390.311339057982,22.213422336620255,0.70027043165024,3259.8690434431683,0.6714370409483295,0.0002766208590892309,149.04757073017817,1020.8749338611531
0.015087639659880608,0.016441326218282377,0.07275366170368266,-719.3301254372454,1408.7768058866802,1390.277727112174,18.499078774506078,0.700145173511319,3259.8690434431683,0.6710616793183325,8.062725784107973e-05,149.26400133608058,1020.8749338611531
0.02032022834209755,0.015557110277801368,0.09372917022056898,-719.9717064801534,1410.0599679724962,1390.3218237683177,19.7381442041785,0.7003440275984943,3259.8690434431683,0.6715554445421948,0.0001344192456932441,149.20287602469497,1020.8749338611531
0.02032022834209755,0.015557110277801368,0.09372917022056898,-719.9717064801534,1410.0599679724962,1390.3218237683177,19.7381442041785,0.7003440275984943,3259.8690434431683,0.6715554445421948,0.0001344192456932441,149.20287602469497,1020.8749338611531
0.01831465399569073,0.01790365441027176,0.06905576099147342,-719.3674046421115,1408.8513642964124,1390.3033228963614,18.548041400051062,0.7002498682077116,3259.8690434431683,0.6713467696152075,7.258537759702744e-05,149.27327490351712,1020.8749338611531
0.011968445447726378,0.023565747470717106,0.03465293756520078,-718.746999747704,1407.6105545075973,1390.2578137740493,17.35274073354801,0.7000418480228917,3259.8690434431683,0.6708360145382761,1.8177448279324382e-05,149.33704261951763,1020.8749338611531
0.01280037047600087,0.02385374421301734,0.018001413003540523,-718.6607424126609,1407.438039837511,1390.262651771307,17.175388066204114,0.70006060289439,3259.8690434431683,0.6708896344982396,4.898901049161998e-06,149.35289571526107,1020.8749338611531
0.01280037047600087,0.02385374421301734,0.018001413003540523,-718.6607424126609,1407.438039837511,1390.262651771307,17.175388066204114,0.70006060289439,3259.8690434431683,0.6708896344982396,4.898901049161998e-06,149.35289571526107,1020.8749338611531
0.015290117022188838,0.024950790729131228,0.010343008051566741,-718.6970774607897,1407.5107099337688,1390.279256902635,17.231453031133682,0.7001220802914441,3259.8690434431683,0.6710739085265536,1.6175195716426745e-06,149.35683196184726,1020.8749338611531
0.015290117022188838,0.024950790729131228,0.010343008051566741,-718.6970774607897,1407.5107099337688,1390.279256902635,17.231453031133682,0.7001220802914441,3259.8690434431683,0.6710739085265536,1.6175195716426745e-06,149.35683196184726,1020.8749338611531
